date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:56	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:55%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-over-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-over-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:57	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:57%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-over-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-over-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:59	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:58%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-over-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-over-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:00	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:59%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-over-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-over-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:02	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:37:01%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-pressed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-pressed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:02	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:37:02%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-pressed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-pressed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:04	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:37:03%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-pressed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-pressed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:05	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:37:04%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-pressed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-pressed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:06	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:37:04%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-disabled-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-disabled-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:06	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:37:05%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-disabled-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-disabled-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:08	52/52	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:37:07%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/panel/panel-light-framed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/panel/panel-light-framed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:07:08	89/89	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:37:08%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/panel/panel-light-framed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/panel/panel-light-framed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
